ICD10CodeID,Code,ICD_Title
4530,K75.0,Abscess of liver
4531,K75.1,Phlebitis of portal vein
4532,K75.2,Nonspecific reactive hepatitis
4533,K75.3,"Granulomatous hepatitis, not elsewhere classified"
4534,K75.4,Autoimmune hepatitis
4535,K75.8,Other specified inflammatory liver diseases
4536,K75.9,"Inflammatory liver disease, unspecified"
4537,K76,Other diseases of liver
4538,K76.0,"Fatty (change of) liver, not elsewhere classified"
4539,K76.1,Chronic passive congestion of liver
4540,K76.2,Central hemorrhagic necrosis of liver
4541,K76.3,Infarction of liver
4542,K76.4,Peliosis hepatis
4543,K76.5,Hepatic veno-occlusive disease
4544,K76.6,Portal hypertension
4545,K76.7,Hepatorenal syndrome
4546,K76.8,Other specified diseases of liver
4547,K76.9,"Liver disease, unspecified"
4548,K77,Liver disorders in diseases classified elsewhere
4549,K80,Cholelithiasis
4550,K80.0,Calculus of gallbladder with acute cholecystitis
4551,K80.1,Calculus of gallbladder with other cholecystitis
4552,K80.2,Calculus of gallbladder without cholecystitis
4553,K80.3,Calculus of bile duct with cholangitis
4554,K80.4,Calculus of bile duct with cholecystitis
4555,K80.5,Calculus of bile duct without cholangitis or cholecystitis
4556,K80.8,Other cholelithiasis
4557,K81,Cholecystitis
4558,K81.0,Acute cholecystitis
4559,K81.1,Chronic cholecystitis
4560,K81.8,Other cholecystitis
4561,K81.9,"Cholecystitis, unspecified"
4562,K82,Other diseases of gallbladder
4563,K82.0,Obstruction of gallbladder
4564,K82.1,Hydrops of gallbladder
4565,K82.2,Perforation of gallbladder
4566,K82.3,Fistula of gallbladder
4567,K82.4,Cholesterolosis of gallbladder
4568,K82.8,Other specified diseases of gallbladder
4569,K82.9,"Disease of gallbladder, unspecified"
4570,K83,Other diseases of biliary tract
4571,K83.0,Cholangitis
4572,K83.1,Obstruction of bile duct
4573,K83.2,Perforation of bile duct
4574,K83.3,Fistula of bile duct
4575,K83.4,Spasm of sphincter of Oddi
4576,K83.5,Biliary cyst
4577,K83.8,Other specified diseases of biliary tract
4578,K83.9,"Disease of biliary tract, unspecified"
4579,K85,Acute pancreatitis
4580,K85.0,Idiopathic acute pancreatitis
4581,K85.1,Biliary acute pancreatitis
4582,K85.2,Alcohol-induced acute pancreatitis
4583,K85.3,Drug-induced acute pancreatitis
4584,K85.8,Other acute pancreatitis
4585,K85.9,"Acute pancreatitis, unspecified"
4586,K86,Other diseases of pancreas
4587,K86.0,Alcohol-induced chronic pancreatitis
4588,K86.1,Other chronic pancreatitis
4589,K86.2,Cyst of pancreas
4590,K86.3,Pseudocyst of pancreas
4591,K86.8,Other specified diseases of pancreas
4592,K86.9,"Disease of pancreas, unspecified"
4593,K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
4594,K90,Intestinal malabsorption
4595,K90.0,Celiac disease
4596,K90.1,Tropical sprue
4597,K90.2,"Blind loop syndrome, not elsewhere classified"
4598,K90.3,Pancreatic steatorrhea
4599,K90.4,"Malabsorption due to intolerance, not elsewhere classified"
4600,K90.8,Other intestinal malabsorption
4601,K90.9,"Intestinal malabsorption, unspecified"
4602,K91,"Intraoperative and postprocedural complications and disorders of digestive system, not elsewhere classified"
4603,K91.0,Vomiting following gastrointestinal surgery 
4604,K91.1,Postgastric surgery syndromes 
4605,K91.2,"Postsurgical malabsorption, not elsewhere classified"
4606,K91.3,Postoperative intestinal obstruction
4607,K91.4,Colostomy and enterostomy malfunction
4608,K91.5,Postcholecystectomy syndrome 
4609,K91.8,"Other postprocedural disorders of digestive system, not elsewhere classified "
4610,K91.9,"Postprocedural disorder of digestive system, unspecified "
4611,K92,Other diseases of digestive system
4612,K92.0,Hematemesis
4613,K92.1,Melena
4614,K92.2,"Gastrointestinal hemorrhage, unspecified"
4615,K92.8,Other specified diseases of digestive system
4616,K92.9,"Disease of digestive system, unspecified"
4617,K94,Complications of artificial openings of the digestive system
4618,K95,Complications of bariatric procedures
4619,L00,Staphylococcal scalded skin syndrome
4620,L01,Impetigo
4621,L01.0,Impetigo [any organism] [any site]
4622,L01.1,Impetiginization of other dermatoses
4623,L02,"Cutaneous abscess, furuncle and carbuncle"
4624,L02.0,"Cutaneous abscess, furuncle, and carbuncle of face"
4625,L02.1,"Cutaneous abscess, furuncle, and carbuncle of neck"
4626,L02.2,"Cutaneous abscess, furuncle, and carbuncle of trunk"
4627,L02.3,"Cutaneous abscess, furuncle, and carbuncle of buttock"
4628,L02.4,"Cutaneous abscess, furuncle, and carbuncle of limb"
4629,L02.8,"Cutaneous abscess, furuncle, and carbuncle of other sites"
4630,L02.9,"Cutaneous abscess, furuncle, and carbuncle, unspecified"
4631,L03,Cellulitis and acute lymphangitis
4632,L03.0,Cellulitis of finger and toe
4633,L03.1,Cellulitis of other parts of limb
4634,L03.2,Cellulitis of face
4635,L03.3,Cellulitis of trunk
4636,L03.8,Cellulitis of other sites
4637,L03.9,"Cellulitis, unspecified"
4638,L04,Acute lymphadenitis
4639,L04.0,"Acute lymphadenitis of face, head, and neck"
4640,L04.1,Acute lymphadenitis of trunk
4641,L04.2,Acute lymphadenitis of upper limb
4642,L04.3,Acute lymphadenitis of lower limb
4643,L04.8,Acute lymphadenitis of other sites
4644,L04.9,"Acute lymphadenitis, unspecified"
4645,L05,Pilonidal cyst and sinus
4646,L05.0,Pilonidal cyst with abscess
4647,L05.9,Pilonidal cyst without abscess
4648,L08,Other local infections of skin and subcutaneous tissue
4649,L08.0,Pyoderma
4650,L08.1,Erythrasma
4651,L08.8,Other specified local infections of skin and subcutaneous tissue
4652,L08.9,"Local infection of skin and subcutaneous tissue, unspecified"
4653,L10,Pemphigus
4654,L10.0,Pemphigus vulgaris
4655,L10.1,Pemphigus vegetans
4656,L10.2,Pemphigus foliaceus
4657,L10.3,Brazilian pemphigus [fogo selvagem]
4658,L10.4,Pemphigus erythematosus
4659,L10.5,Drug-induced pemphigus
4660,L10.8,Other pemphigus
4661,L10.9,"Pemphigus, unspecified"
4662,L11,Other acantholytic disorders
4663,L11.0,Acquired keratosis follicularis
4664,L11.1,Transient acantholytic dermatosis [Grover]
4665,L11.8,Other specified acantholytic disorders
4666,L11.9,"Acantholytic disorder, unspecified"
4667,L12,Pemphigoid
4668,L12.0,Bullous pemphigoid
4669,L12.1,Cicatricial pemphigoid
4670,L12.2,Chronic bullous disease of childhood
4671,L12.3,Acquired epidermolysis bullosa
4672,L12.8,Other pemphigoid
4673,L12.9,"Pemphigoid, unspecified"
4674,L13,Other bullous disorders
4675,L13.0,Dermatitis herpetiformis
4676,L13.1,Subcorneal pustular dermatitis
4677,L13.8,Other specified bullous disorders
4678,L13.9,"Bullous disorder, unspecified"
4679,L14,Bullous disorders in diseases classified elsewhere
4680,L20,Atopic dermatitis
4681,L20.0,Besnier's prurigo
4682,L20.8,Other atopic dermatitis
4683,L20.9,"Atopic dermatitis, unspecified"
4684,L21,Seborrheic dermatitis
4685,L21.0,Seborrhea capitis
4686,L21.1,Seborrheic infantile dermatitis
4687,L21.8,Other seborrheic dermatitis
4688,L21.9,"Seborrheic dermatitis, unspecified"
4689,L22,Diaper dermatitis
4690,L23,Allergic contact dermatitis
4691,L23.0,Allergic contact dermatitis due to metals
4692,L23.1,Allergic contact dermatitis due to adhesives
4693,L23.2,Allergic contact dermatitis due to cosmetics
4694,L23.3,Allergic contact dermatitis due to drugs in contact with the skin
4695,L23.4,Allergic contact dermatitis due to dyes
4696,L23.5,Allergic contact dermatitis due to other chemical products
4697,L23.6,Allergic contact dermatitis due to food in contact with the skin
4698,L23.7,"Allergic contact dermatitis due to plants, except food"
4699,L23.8,Allergic contact dermatitis due to other agents
4700,L23.9,"Allergic contact dermatitis, unspecified cause"
4701,L24,Irritant contact dermatitis
4702,L24.0,Irritant contact dermatitis due to detergents
4703,L24.1,Irritant contact dermatitis due to oils and greases
4704,L24.2,Irritant contact dermatitis due to solvents
4705,L24.3,Irritant contact dermatitis due to cosmetics
4706,L24.4,Irritant contact dermatitis due to drugs in contact with the skin
4707,L24.5,Irritant contact dermatitis due to other chemical products
4708,L24.6,Irritant contact dermatitis due to food in contact with the skin
4709,L24.7,"Irritant contact dermatitis due to plants, except food"
4710,L24.8,Irritant contact dermatitis due to other agents
4711,L24.9,"Irritant contact dermatitis, unspecified cause"
4712,L25,Unspecified contact dermatitis
4713,L25.0,Unspecified contact dermatitis due to cosmetics
4714,L25.1,Unspecified contact dermatitis due to drugs in contact with the skin
4715,L25.2,Unspecified contact dermatitis due to dyes
4716,L25.3,Unspecified contact dermatitis due to other chemical products
4717,L25.4,Unspecified contact dermatitis due to food in contact with the skin
4718,L25.5,"Unspecified contact dermatitis due to plants, except food"
4719,L25.8,Unspecified contact dermatitis due to other agents
4720,L25.9,"Unspecified contact dermatitis, unspecified cause"
4721,L26,Exfoliative dermatitis
4722,L27,Dermatitis due to substances taken internally
4723,L27.0,Generalized skin eruption due to drugs and medicaments
4724,L27.1,Localized skin eruption due to drugs and medicaments
4725,L27.2,Dermatitis due to ingested food
4726,L27.8,Dermatitis due to other substances taken internally
4727,L27.9,Dermatitis due to unspecified substance taken internally
4728,L28,Lichen simplex chronicus and prurigo
4729,L28.0,Lichen simplex chronicus
4730,L28.1,Prurigo nodularis
4731,L28.2,Other prurigo
4732,L29,Pruritus
4733,L29.0,Pruritus ani
4734,L29.1,Pruritus scroti
4735,L29.2,Pruritus vulvae
4736,L29.3,"Anogenital pruritus, unspecified"
4737,L29.8,Other pruritus
4738,L29.9,"Pruritus, unspecified"
4739,L30,Other and unspecified dermatitis
4740,L30.0,Nummular dermatitis
4741,L30.1,Dyshidrosis [pompholyx]
4742,L30.2,Cutaneous autosensitization
4743,L30.3,Infective dermatitis
4744,L30.4,Erythema intertrigo
4745,L30.5,Pityriasis alba
4746,L30.8,Other specified dermatitis
4747,L30.9,"Dermatitis, unspecified"
4748,L40,Psoriasis
4749,L40.0,Psoriasis vulgaris
4750,L40.1,Generalized pustular psoriasis
4751,L40.2,Acrodermatitis continua
4752,L40.3,Pustulosis palmaris et plantaris
4753,L40.4,Guttate psoriasis
4754,L40.5,Arthropathic psoriasis
4755,L40.8,Other psoriasis
4756,L40.9,"Psoriasis, unspecified"
4757,L41,Parapsoriasis
4758,L41.0,Pityriasis lichenoides et varioliformis acuta
4759,L41.1,Pityriasis lichenoides chronica
4760,L41.2,Lymphomatoid papulosis
4761,L41.3,Small plaque parapsoriasis
4762,L41.4,Large plaque parapsoriasis
4763,L41.5,Retiform parapsoriasis
4764,L41.8,Other parapsoriasis
4765,L41.9,"Parapsoriasis, unspecified"
4766,L42,Pityriasis rosea
4767,L43,Lichen planus
4768,L43.0,Hypertrophic lichen planus
4769,L43.1,Bullous lichen planus
4770,L43.2,Lichenoid drug reaction
4771,L43.3,Subacute (active) lichen planus
4772,L43.8,Other lichen planus
4773,L43.9,"Lichen planus, unspecified"
4774,L44,Other papulosquamous disorders
4775,L44.0,Pityriasis rubra pilaris
4776,L44.1,Lichen nitidus
4777,L44.2,Lichen striatus
4778,L44.3,Lichen ruber moniliformis
4779,L44.4,Infantile papular acrodermatitis [Giannotti-Crosti]
4780,L44.8,Other specified papulosquamous disorders
4781,L44.9,"Papulosquamous disorder, unspecified"
4782,L45,Papulosquamous disorders in diseases classified elsewhere
4783,L49,Exfoliation due to erythematous conditions according to extent of body surface involved
4784,L50,Urticaria
4785,L50.0,Allergic urticaria
4786,L50.1,Idiopathic urticaria
4787,L50.2,Urticaria due to cold and heat
4788,L50.3,Dermatographic urticaria
4789,L50.4,Vibratory urticaria
4790,L50.5,Cholinergic urticaria
4791,L50.6,Contact urticaria
4792,L50.8,Other urticaria
4793,L50.9,"Urticaria, unspecified"
4794,L51,Erythema multiforme
4795,L51.0,Nonbullous erythema multiforme
4796,L51.1,Bullous erythema multiforme
4797,L51.2,Toxic epidermal necrolysis [Lyell]
4798,L51.8,Other erythema multiforme
4799,L51.9,"Erythema multiforme, unspecified"
4800,L52,Erythema nodosum
4801,L53,Other erythematous conditions
4802,L53.0,Toxic erythema
4803,L53.1,Erythema annulare centrifugum
4804,L53.2,Erythema marginatum
4805,L53.3,Other chronic figurate erythema
4806,L53.8,Other specified erythematous conditions
4807,L53.9,"Erythematous condition, unspecified"
4808,L54,Erythema in diseases classified elsewhere
4809,L55,Sunburn
4810,L55.0,Sunburn of first degree
4811,L55.1,Sunburn of second degree
4812,L55.2,Sunburn of third degree
4813,L55.8,Other sunburn
4814,L55.9,"Sunburn, unspecified"
4815,L56,Other acute skin changes due to ultraviolet radiation
4816,L56.0,Drug phototoxic response
4817,L56.1,Drug photoallergic response
4818,L56.2,Photocontact dermatitis [berloque dermatitis]
4819,L56.3,Solar urticaria
4820,L56.4,Polymorphous light eruption
4821,L56.8,Other specified acute skin changes due to ultraviolet radiation
4822,L56.9,"Acute skin change due to ultraviolet radiation, unspecified"
4823,L57,Skin changes due to chronic exposure to nonionizing radiation
4824,L57.0,Actinic keratosis
4825,L57.1,Actinic reticuloid
4826,L57.2,Cutis rhomboidalis nuchae
4827,L57.3,Poikiloderma of Civatte
4828,L57.4,Cutis laxa senilis
4829,L57.5,Actinic granuloma
4830,L57.8,Other skin changes due to chronic exposure to nonionizing radiation
4831,L57.9,"Skin changes due to chronic exposure to nonionizing radiation, unspecified"
4832,L58,Radiodermatitis
4833,L58.0,Acute radiodermatitis
4834,L58.1,Chronic radiodermatitis
4835,L58.9,"Radiodermatitis, unspecified"
4836,L59,Other disorders of skin and subcutaneous tissue related to radiation
4837,L59.0,Erythema ab igne [dermatitis ab igne]
4838,L59.8,Other specified disorders of skin and subcutaneous tissue related to radiation
4839,L59.9,"Disorder of skin and subcutaneous tissue related to radiation, unspecified"
4840,L60,Nail disorders
4841,L60.0,Ingrowing nail
4842,L60.1,Onycholysis
4843,L60.2,Onychogryphosis
4844,L60.3,Nail dystrophy
4845,L60.4,Beau's lines
4846,L60.5,Yellow nail syndrome
4847,L60.8,Other nail disorders
4848,L60.9,"Nail disorder, unspecified"
4849,L62,Nail disorders in diseases classified elsewhere
4850,L63,Alopecia areata
4851,L63.0,Alopecia (capitis) totalis
4852,L63.1,Alopecia universalis
4853,L63.2,Ophiasis
4854,L63.8,Other alopecia areata
4855,L63.9,"Alopecia areata, unspecified"
4856,L64,Androgenic alopecia
4857,L64.0,Drug-induced androgenic alopecia
4858,L64.8,Other androgenic alopecia
4859,L64.9,"Androgenic alopecia, unspecified"
4860,L65,Other nonscarring hair loss
4861,L65.0,Telogen effluvium
4862,L65.1,Anagen effluvium
4863,L65.2,Alopecia mucinosa
4864,L65.8,Other specified nonscarring hair loss
4865,L65.9,"Nonscarring hair loss, unspecified"
4866,L66,Cicatricial alopecia [scarring hair loss]
4867,L66.0,Pseudopelade
4868,L66.1,Lichen planopilaris
4869,L66.2,Folliculitis decalvans
4870,L66.3,Perifolliculitis capitis abscedens
4871,L66.4,Folliculitis ulerythematosa reticulata
4872,L66.8,Other cicatricial alopecia
4873,L66.9,"Cicatricial alopecia, unspecified"
4874,L67,Hair color and hair shaft abnormalities
4875,L67.0,Trichorrhexis nodosa
4876,L67.1,Variations in hair color
4877,L67.8,Other hair color and hair shaft abnormalities
4878,L67.9,"Hair color and hair shaft abnormality, unspecified"
4879,L68,Hypertrichosis
4880,L68.0,Hirsutism
4881,L68.1,Acquired hypertrichosis lanuginosa
4882,L68.2,Localized hypertrichosis
4883,L68.3,Polytrichia
4884,L68.8,Other hypertrichosis
4885,L68.9,"Hypertrichosis, unspecified"
4886,L70,Acne
4887,L70.0,Acne vulgaris
4888,L70.1,Acne conglobata
4889,L70.2,Acne varioliformis
4890,L70.3,Acne tropica
4891,L70.4,Infantile acne
4892,L70.5,Acné excoriée des jeunes filles
4893,L70.8,Other acne
4894,L70.9,"Acne, unspecified"
4895,L71,Rosacea
4896,L71.0,Perioral dermatitis
4897,L71.1,Rhinophyma
4898,L71.8,Other rosacea
4899,L71.9,"Rosacea, unspecified"
4900,L72,Follicular cysts of skin and subcutaneous tissue
4901,L72.0,Epidermal cyst
4902,L72.1,Trichilemmal cyst
4903,L72.2,Steatocystoma multiplex
4904,L72.8,Other follicular cysts of skin and subcutaneous tissue
4905,L72.9,"Follicular cyst of skin and subcutaneous tissue, unspecified"
4906,L73,Other follicular disorders
4907,L73.0,Acne keloid
4908,L73.1,Pseudofolliculitis barbae
4909,L73.2,Hidradenitis suppurativa
4910,L73.8,Other specified follicular disorders
4911,L73.9,"Follicular disorder, unspecified"
4912,L74,Eccrine sweat disorders
4913,L74.0,Miliaria rubra
4914,L74.1,Miliaria crystallina
4915,L74.2,Miliaria profunda
4916,L74.3,"Miliaria, unspecified"
4917,L74.4,Anhidrosis
4918,L74.8,Other eccrine sweat disorders
4919,L74.9,"Eccrine sweat disorder, unspecified"
4920,L75,Apocrine sweat disorders
4921,L75.0,Bromhidrosis
4922,L75.1,Chromhidrosis
4923,L75.2,Apocrine miliaria
4924,L75.8,Other apocrine sweat disorders
4925,L75.9,"Apocrine sweat disorder, unspecified"
4926,L76,Intraoperative and postprocedural complications of skin and subcutaneous tissue
